Unnamed: 0,issue_id,created_date,issue_region,nps_score,nps_category,nps_sentiment,nps_sentiment_type,sla_adherence
8868,ENT-53766,2024-10-08,AMER,,,,,0.75
8869,ENT-53768,2024-10-07,APAC,,,,,1.0
8870,ENT-53770,2024-10-08,AMER,,,,,1.0
8871,ENT-53771,2024-10-08,AMER,,,,,1.0
8872,ENT-53772,2024-10-08,AMER,,,,,1.0
8873,ENT-53773,2024-10-08,AMER,,,,,1.0
8874,ENT-53774,2024-10-04,EMEA,,,,,1.0
8875,ENT-53776,2024-10-08,APAC,,,,,0.666666667
8876,ENT-53777,2024-10-09,APAC,,,,,1.0
8877,ENT-53779,2024-10-09,APAC,,,,,1.0
8878,ENT-53781,2024-10-09,APAC,10.0,Promoter,,,1.0
8879,ENT-53782,2024-10-09,AMER,,,,,1.0
8880,ENT-53783,2024-10-09,AMER,,,,,0.0
8881,ENT-53784,2024-10-09,EMEA,,,,,1.0
8882,ENT-53786,2024-10-09,EMEA,,,,,1.0
8883,ENT-53789,2024-10-07,APAC,,,,,1.0
8884,ENT-53790,2024-10-09,EMEA,,,,,1.0
8885,ENT-53792,2024-10-09,EMEA,,,,,1.0
8886,ENT-53793,2024-10-09,EMEA,9.0,Promoter,,,1.0
8887,ENT-53794,2024-10-09,EMEA,,,,,1.0
8888,ENT-53796,2024-10-09,APAC,,,,,1.0
8889,ENT-53797,2024-10-09,EMEA,,,,,1.0
8890,ENT-53798,2024-10-09,APAC,,,,,1.0
8891,ENT-53799,2024-10-09,APAC,,,,,1.0
8892,ENT-53800,2024-10-09,APAC,,,,,1.0
8893,ENT-53801,2024-10-09,EMEA,,,,,1.0
8894,ENT-53802,2024-10-09,EMEA,,,,,1.0
8895,ENT-53806,2024-10-09,EMEA,,,,,1.0
8896,ENT-53807,2024-10-09,EMEA,,,,,1.0
8897,ENT-53810,2024-10-09,EMEA,,,,,1.0
8898,ENT-53811,2024-10-09,EMEA,,,,,1.0
8899,ENT-53812,2024-10-09,APAC,,,,,1.0
8900,ENT-53813,2024-10-09,APAC,10.0,Promoter,,,1.0
8901,ENT-53814,2024-10-08,EMEA,,,,,1.0
8902,ENT-53815,2024-10-09,EMEA,,,,,1.0
8903,ENT-53816,2024-10-09,APAC,,,,,1.0
8904,ENT-53817,2024-10-09,EMEA,,,,,1.0
8905,ENT-53818,2024-10-09,EMEA,,,,,1.0
8906,ENT-53820,2024-10-09,EMEA,,,,,1.0
8907,ENT-53822,2024-10-09,EMEA,,,,,1.0
8908,ENT-53823,2024-10-09,EMEA,,,,,1.0
8909,ENT-53824,2024-10-09,EMEA,,,,,1.0
8910,ENT-53825,2024-10-09,EMEA,,,,,1.0
8911,ENT-53827,2024-10-09,EMEA,,,,,1.0
8912,ENT-53828,2024-10-09,APAC,,,,,1.0
8913,ENT-53829,2024-10-09,EMEA,,,,,1.0
8914,ENT-53830,2024-10-09,EMEA,,,,,1.0
8915,ENT-53832,2024-10-09,EMEA,,,,,1.0
8916,ENT-53833,2024-10-09,EMEA,,,,,1.0
8917,ENT-53834,2024-10-09,EMEA,,,,,1.0
8918,ENT-53835,2024-10-09,EMEA,,,,,1.0
8919,ENT-53836,2024-10-09,EMEA,,,,,1.0
8920,ENT-53837,2024-10-09,EMEA,,,,,1.0
8921,ENT-53839,2024-10-09,EMEA,9.0,Promoter,,,1.0
8922,ENT-53840,2024-10-09,AMER,,,,,1.0
8923,ENT-53842,2024-10-09,EMEA,,,,,1.0
8924,ENT-53845,2024-10-09,EMEA,,,,,1.0
8925,ENT-53847,2024-10-09,EMEA,10.0,Promoter,,,1.0
8926,ENT-53848,2024-10-09,EMEA,,,,,1.0
8927,ENT-53849,2024-10-09,EMEA,,,,,1.0
8928,ENT-53850,2024-10-09,EMEA,,,,,1.0
8929,ENT-53851,2024-10-09,EMEA,,,,,1.0
8930,ENT-53852,2024-10-09,EMEA,,,,,1.0
8931,ENT-53853,2024-10-09,EMEA,,,,,1.0
8932,ENT-53854,2024-10-09,AMER,,,,,1.0
8933,ENT-53856,2024-10-09,AMER,10.0,Promoter,,,1.0
8934,ENT-53858,2024-10-09,EMEA,,,,,1.0
8935,ENT-53861,2024-10-09,EMEA,,,,,1.0
8936,ENT-53862,2024-10-09,EMEA,,,,,1.0
8937,ENT-53866,2024-10-09,EMEA,,,,,1.0
8938,ENT-53867,2024-10-09,EMEA,,,,,1.0
8939,ENT-53868,2024-10-09,AMER,,,,,1.0
8940,ENT-53871,2024-10-09,EMEA,,,,,1.0
8941,ENT-53872,2024-10-09,EMEA,10.0,Promoter,,,1.0
8942,ENT-53873,2024-10-09,AMER,,,,,1.0
8943,ENT-53874,2024-10-09,EMEA,10.0,Promoter,0.117647058823529,Positive,1.0
8944,ENT-53876,2024-10-09,AMER,,,,,1.0
8945,ENT-53877,2024-10-09,EMEA,,,,,1.0
8946,ENT-53879,2024-10-09,AMER,10.0,Promoter,,,1.0
8947,ENT-53880,2024-10-09,AMER,,,,,1.0
8948,ENT-53883,2024-10-09,EMEA,,,,,1.0
8949,ENT-53884,2024-10-09,EMEA,1.0,Detractor,-0.111111111111111,Negative,1.0
8950,ENT-53885,2024-10-09,EMEA,,,,,1.0
8951,ENT-53886,2024-10-09,AMER,10.0,Promoter,0.375,Positive,1.0
8952,ENT-53887,2024-10-09,AMER,,,,,1.0
8953,ENT-53888,2024-10-09,AMER,,,,,1.0
8954,ENT-53890,2024-10-09,EMEA,,,,,1.0
8955,ENT-53891,2024-10-09,EMEA,,,,,1.0
8956,ENT-53892,2024-10-09,EMEA,,,,,1.0
8957,ENT-53893,2024-10-09,AMER,,,,,1.0
8958,ENT-53894,2024-10-09,EMEA,10.0,Promoter,,,1.0
8959,ENT-53895,2024-10-09,EMEA,,,,,1.0
8960,ENT-53896,2024-10-09,EMEA,,,,,1.0
8961,ENT-53897,2024-10-09,AMER,,,,,1.0
8962,ENT-53900,2024-10-09,AMER,,,,,1.0
8963,ENT-53901,2024-10-09,EMEA,,,,,1.0
8964,ENT-53902,2024-10-09,AMER,,,,,1.0
8965,ENT-53903,2024-10-09,AMER,,,,,1.0
8966,ENT-53906,2024-10-08,AMER,,,,,1.0
8967,ENT-53907,2024-10-09,AMER,,,,,1.0
8968,ENT-53908,2024-10-09,AMER,,,,,1.0
8969,ENT-53909,2024-10-09,AMER,,,,,1.0
8970,ENT-53910,2024-10-09,AMER,,,,,1.0
8971,ENT-53911,2024-10-09,AMER,,,,,1.0
8972,ENT-53912,2024-10-09,AMER,,,,,1.0
8973,ENT-53913,2024-10-09,EMEA,,,,,1.0
8974,ENT-53914,2024-10-09,AMER,,,,,1.0
8975,ENT-53916,2024-10-09,AMER,,,,,1.0
8976,ENT-53917,2024-10-09,AMER,,,,,1.0
8977,ENT-53918,2024-10-09,AMER,,,,,1.0
8978,ENT-53919,2024-10-09,AMER,9.0,Promoter,,,1.0
8979,ENT-53920,2024-10-09,EMEA,,,,,0.75
8980,ENT-53921,2024-10-09,AMER,,,,,1.0
8981,ENT-53922,2024-10-09,AMER,,,,,1.0
8982,ENT-53923,2024-10-09,AMER,,,,,1.0
8983,ENT-53924,2024-10-09,AMER,,,,,1.0
8984,ENT-53925,2024-10-01,AMER,,,,,1.0
8985,ENT-53926,2024-10-09,AMER,,,,,0.0
8986,ENT-53927,2024-10-09,AMER,,,,,1.0
8987,ENT-53928,2024-10-09,AMER,,,,,1.0
8988,ENT-53929,2024-10-09,AMER,,,,,1.0
8989,ENT-53931,2024-10-09,EMEA,,,,,1.0
8990,ENT-53932,2024-10-09,AMER,,,,,1.0
8991,ENT-53933,2024-10-09,AMER,,,,,1.0
8992,ENT-53934,2024-10-09,AMER,,,,,1.0
8993,ENT-53935,2024-10-09,APAC,,,,,1.0
8994,ENT-53936,2024-10-09,AMER,,,,,1.0
8995,ENT-53938,2024-10-09,AMER,,,,,1.0
8996,ENT-53939,2024-10-09,AMER,,,,,1.0
8997,ENT-53940,2024-10-09,AMER,,,,,1.0
8998,ENT-53941,2024-10-09,AMER,,,,,1.0
8999,ENT-53945,2024-10-09,AMER,,,,,1.0
9000,ENT-53946,2024-10-09,APAC,10.0,Promoter,0.166666666666667,Positive,1.0
9001,ENT-53948,2024-10-09,APAC,,,,,1.0
9002,ENT-53949,2024-10-09,AMER,,,,,1.0
9003,ENT-53950,2024-10-09,AMER,9.0,Promoter,,,1.0
9004,ENT-53953,2024-10-10,AMER,,,,,1.0
9005,ENT-53954,2024-10-10,APAC,,,,,1.0
9006,ENT-53955,2024-10-10,APAC,,,,,1.0
9007,ENT-53956,2024-10-09,APAC,,,,,1.0
9008,ENT-53958,2024-10-10,AMER,,,,,1.0
9009,ENT-53960,2024-10-10,APAC,,,,,1.0
9010,ENT-53962,2024-10-10,EMEA,,,,,1.0
9011,ENT-53963,2024-10-10,EMEA,,,,,1.0
9012,ENT-53965,2024-10-10,AMER,,,,,1.0
9013,ENT-53966,2024-10-10,AMER,,,,,1.0
9014,ENT-53967,2024-10-10,EMEA,,,,,1.0
9015,ENT-53968,2024-10-10,EMEA,,,,,1.0
9016,ENT-53969,2024-10-10,EMEA,,,,,1.0
9017,ENT-53970,2024-10-10,EMEA,10.0,Promoter,,,1.0
9018,ENT-53972,2024-10-10,EMEA,,,,,1.0
9019,ENT-53975,2024-10-10,EMEA,,,,,1.0
9020,ENT-53977,2024-10-10,EMEA,,,,,1.0
9021,ENT-53981,2024-10-10,APAC,,,,,1.0
9022,ENT-53982,2024-10-07,EMEA,,,,,1.0
9023,ENT-53983,2024-10-10,EMEA,,,,,1.0
9024,ENT-53984,2024-10-10,EMEA,,,,,1.0
9025,ENT-53985,2024-10-10,EMEA,,,,,1.0
9026,ENT-53986,2024-10-10,EMEA,,,,,1.0
9027,ENT-53987,2024-10-10,EMEA,,,,,1.0
9028,ENT-53988,2024-10-10,EMEA,,,,,1.0
9029,ENT-53989,2024-10-10,EMEA,,,,,1.0
9030,ENT-53991,2024-10-10,EMEA,,,,,1.0
9031,ENT-53993,2024-10-10,EMEA,9.0,Promoter,,,1.0
9032,ENT-53994,2024-10-10,EMEA,,,,,1.0
9033,ENT-53995,2024-10-10,EMEA,,,,,1.0
9034,ENT-53997,2024-10-10,EMEA,,,,,1.0
9035,ENT-53998,2024-10-10,EMEA,,,,,1.0
9036,ENT-53999,2024-10-10,EMEA,,,,,1.0
9037,ENT-54001,2024-10-10,APAC,,,,,0.75
9038,ENT-54002,2024-10-10,EMEA,,,,,1.0
9039,ENT-54003,2024-10-10,EMEA,,,,,0.666666667
9040,ENT-54005,2024-10-10,EMEA,,,,,1.0
9041,ENT-54006,2024-10-10,EMEA,,,,,1.0
9042,ENT-54007,2024-10-10,EMEA,10.0,Promoter,0.2,Positive,1.0
9043,ENT-54008,2024-10-10,EMEA,,,,,1.0
9044,ENT-54009,2024-10-10,EMEA,,,,,1.0
9045,ENT-54010,2024-10-10,EMEA,,,,,1.0
9046,ENT-54011,2024-10-10,AMER,,,,,1.0
9047,ENT-54012,2024-10-10,EMEA,,,,,1.0
9048,ENT-54013,2024-10-10,EMEA,,,,,1.0
9049,ENT-54014,2024-10-10,AMER,,,,,1.0
9050,ENT-54015,2024-10-10,EMEA,,,,,1.0
9051,ENT-54016,2024-10-10,AMER,,,,,1.0
9052,ENT-54018,2024-10-10,AMER,,,,,1.0
9053,ENT-54019,2024-10-10,EMEA,,,,,1.0
9054,ENT-54020,2024-10-10,EMEA,,,,,1.0
9055,ENT-54021,2024-10-10,EMEA,,,,,1.0
9056,ENT-54022,2024-10-10,EMEA,,,,,1.0
9057,ENT-54023,2024-10-10,EMEA,,,,,1.0
9058,ENT-54024,2024-10-10,AMER,,,,,1.0
9059,ENT-54026,2024-10-10,EMEA,,,,,1.0
9060,ENT-54027,2024-10-10,AMER,,,,,1.0
9061,ENT-54030,2024-10-10,AMER,,,,,1.0
9062,ENT-54031,2024-10-10,EMEA,,,,,1.0
9063,ENT-54033,2024-10-10,AMER,10.0,Promoter,,,1.0
9064,ENT-54034,2024-10-10,EMEA,,,,,1.0
9065,ENT-54035,2024-10-10,EMEA,,,,,1.0
9066,ENT-54036,2024-10-10,EMEA,,,,,1.0
9067,ENT-54037,2024-10-10,EMEA,,,,,1.0
9068,ENT-54039,2024-10-10,AMER,,,,,1.0
9069,ENT-54040,2024-10-10,AMER,,,,,1.0
9070,ENT-54041,2024-10-10,EMEA,,,,,1.0
9071,ENT-54042,2024-10-10,AMER,10.0,Promoter,,,1.0
9072,ENT-54043,2024-10-10,EMEA,,,,,1.0
9073,ENT-54044,2024-10-10,EMEA,,,,,1.0
9074,ENT-54045,2024-10-10,EMEA,,,,,1.0
9075,ENT-54047,2024-10-10,AMER,,,,,1.0
9076,ENT-54048,2024-10-10,AMER,10.0,Promoter,0.0833333333333333,Positive,1.0
9077,ENT-54050,2024-10-10,AMER,,,,,1.0
9078,ENT-54052,2024-10-10,AMER,,,,,1.0
9079,ENT-54054,2024-10-10,AMER,,,,,1.0
9080,ENT-54055,2024-10-10,AMER,10.0,Promoter,,,1.0
9081,ENT-54058,2024-10-10,EMEA,,,,,1.0
9082,ENT-54059,2024-10-10,AMER,,,,,1.0
9083,ENT-54060,2024-10-10,AMER,,,,,1.0
9084,ENT-54061,2024-10-10,EMEA,,,,,1.0
9085,ENT-54062,2024-10-10,AMER,,,,,1.0
9086,ENT-54063,2024-10-10,AMER,,,,,1.0
9087,ENT-54065,2024-10-10,AMER,10.0,Promoter,0.0,Neutral,1.0
9088,ENT-54066,2024-10-10,AMER,,,,,1.0
9089,ENT-54068,2024-10-10,AMER,,,,,1.0
9090,ENT-54069,2024-10-10,AMER,,,,,1.0
9091,ENT-54071,2024-10-10,AMER,,,,,1.0
9092,ENT-54072,2024-10-10,AMER,,,,,1.0
9093,ENT-54073,2024-10-10,AMER,,,,,1.0
9094,ENT-54074,2024-10-10,AMER,,,,,1.0
9095,ENT-54075,2024-10-10,AMER,,,,,1.0
9096,ENT-54076,2024-10-10,AMER,,,,,1.0
9097,ENT-54077,2024-10-10,AMER,,,,,1.0
9098,ENT-54078,2024-10-10,AMER,,,,,1.0
9099,ENT-54079,2024-10-10,AMER,,,,,1.0
9100,ENT-54080,2024-10-10,AMER,,,,,1.0
9101,ENT-54081,2024-10-10,AMER,,,,,1.0
9102,ENT-54082,2024-10-10,AMER,,,,,1.0
9103,ENT-54083,2024-10-10,AMER,,,,,1.0
9104,ENT-54084,2024-10-10,AMER,,,,,1.0
9105,ENT-54085,2024-10-10,AMER,,,,,1.0
9106,ENT-54086,2024-10-10,AMER,,,,,1.0
9107,ENT-54088,2024-10-10,AMER,,,,,1.0
9108,ENT-54089,2024-10-10,AMER,,,,,1.0
9109,ENT-54090,2024-10-10,EMEA,,,,,1.0
9110,ENT-54091,2024-10-10,EMEA,,,,,1.0
9111,ENT-54094,2024-10-10,APAC,,,,,1.0
9112,ENT-54095,2024-10-10,AMER,,,,,1.0
9113,ENT-54096,2024-10-10,AMER,,,,,1.0
9114,ENT-54098,2024-10-10,AMER,,,,,1.0
9115,ENT-54101,2024-10-11,AMER,,,,,1.0
9116,ENT-54102,2024-10-11,AMER,10.0,Promoter,,,1.0
9117,ENT-54103,2024-10-11,APAC,,,,,1.0
9118,ENT-54104,2024-10-11,APAC,,,,,1.0
9119,ENT-54105,2024-10-11,AMER,,,,,1.0
9120,ENT-54106,2024-10-11,APAC,,,,,1.0
9121,ENT-54107,2024-10-11,EMEA,,,,,1.0
9122,ENT-54109,2024-10-11,AMER,,,,,1.0
9123,ENT-54110,2024-10-11,EMEA,,,,,1.0
9124,ENT-54111,2024-10-11,AMER,,,,,1.0
9125,ENT-54112,2024-10-10,APAC,,,,,1.0
9126,ENT-54113,2024-10-11,EMEA,,,,,1.0
9127,ENT-54114,2024-10-11,EMEA,,,,,1.0
9128,ENT-54115,2024-10-11,EMEA,,,,,1.0
9129,ENT-54117,2024-10-11,APAC,,,,,1.0
9130,ENT-54119,2024-10-11,APAC,,,,,1.0
9131,ENT-54120,2024-10-11,APAC,,,,,0.0
9132,ENT-54122,2024-10-11,EMEA,,,,,1.0
9133,ENT-54123,2024-10-11,EMEA,,,,,1.0
9134,ENT-54124,2024-10-11,EMEA,,,,,1.0
9135,ENT-54126,2024-10-11,EMEA,,,,,1.0
9136,ENT-54127,2024-10-11,APAC,10.0,Promoter,,,1.0
9137,ENT-54128,2024-10-11,EMEA,,,,,1.0
9138,ENT-54130,2024-10-11,EMEA,,,,,1.0
9139,ENT-54131,2024-10-11,EMEA,,,,,1.0
9140,ENT-54133,2024-10-11,EMEA,,,,,1.0
9141,ENT-54136,2024-10-11,EMEA,,,,,1.0
9142,ENT-54137,2024-10-11,EMEA,,,,,1.0
9143,ENT-54138,2024-10-11,AMER,,,,,1.0
9144,ENT-54139,2024-10-11,EMEA,,,,,1.0
9145,ENT-54140,2024-10-10,AMER,,,,,1.0
9146,ENT-54142,2024-10-11,AMER,,,,,1.0
9147,ENT-54143,2024-10-11,EMEA,,,,,1.0
9148,ENT-54144,2024-10-11,AMER,,,,,0.333333333
9149,ENT-54147,2024-10-11,EMEA,,,,,1.0
9150,ENT-54148,2024-10-11,EMEA,,,,,1.0
9151,ENT-54149,2024-10-10,EMEA,,,,,1.0
9152,ENT-54150,2024-10-11,EMEA,,,,,1.0
9153,ENT-54151,2024-10-11,APAC,,,,,1.0
9154,ENT-54152,2024-10-11,AMER,,,,,1.0
9155,ENT-54154,2024-10-11,AMER,,,,,0.0
9156,ENT-54155,2024-10-11,EMEA,,,,,1.0
9157,ENT-54157,2024-10-11,EMEA,,,,,1.0
9158,ENT-54158,2024-10-11,AMER,,,,,1.0
9159,ENT-54159,2024-10-11,AMER,,,,,1.0
9160,ENT-54160,2024-10-11,EMEA,,,,,1.0
9161,ENT-54161,2024-10-11,AMER,,,,,1.0
9162,ENT-54162,2024-10-11,AMER,,,,,1.0
9163,ENT-54165,2024-10-11,AMER,,,,,1.0
9164,ENT-54166,2024-10-11,AMER,,,,,1.0
9165,ENT-54167,2024-10-11,AMER,,,,,1.0
9166,ENT-54169,2024-10-11,AMER,,,,,1.0
9167,ENT-54170,2024-10-11,EMEA,,,,,1.0
9168,ENT-54172,2024-10-11,AMER,,,,,1.0
9169,ENT-54175,2024-10-11,AMER,,,,,1.0
9170,ENT-54176,2024-10-11,AMER,,,,,1.0
9171,ENT-54177,2024-10-11,AMER,,,,,1.0
9172,ENT-54179,2024-10-11,AMER,10.0,Promoter,0.214285714285714,Positive,1.0
9173,ENT-54180,2024-10-11,AMER,,,,,1.0
9174,ENT-54181,2024-10-11,AMER,10.0,Promoter,0.244897959183673,Positive,1.0
9175,ENT-54183,2024-10-11,EMEA,,,,,1.0
9176,ENT-54185,2024-10-11,AMER,,,,,1.0
9177,ENT-54186,2024-10-11,AMER,,,,,1.0
9178,ENT-54188,2024-10-11,AMER,,,,,0.857142857
9179,ENT-54189,2024-10-11,AMER,,,,,1.0
9180,ENT-54190,2024-10-11,AMER,,,,,1.0
9181,ENT-54192,2024-10-12,AMER,,,,,1.0
9182,ENT-54194,2024-10-13,EMEA,,,,,1.0
9183,ENT-54195,2024-10-13,EMEA,,,,,1.0
9184,ENT-54196,2024-10-13,EMEA,,,,,1.0
9185,ENT-54197,2024-10-13,EMEA,,,,,1.0
9186,ENT-54198,2024-10-13,AMER,,,,,1.0
9187,ENT-54199,2024-10-13,APAC,,,,,1.0
9188,ENT-54200,2024-10-13,APAC,10.0,Promoter,,,1.0
9189,ENT-54202,2024-10-13,APAC,,,,,1.0
9190,ENT-54203,2024-10-14,AMER,7.0,Passive,,,1.0
9191,ENT-54206,2024-10-14,APAC,,,,,1.0
9192,ENT-54208,2024-10-14,APAC,,,,,1.0
9193,ENT-54209,2024-10-14,APAC,,,,,1.0
9194,ENT-54210,2024-10-14,EMEA,,,,,1.0
9195,ENT-54212,2024-10-14,EMEA,,,,,1.0
9196,ENT-54213,2024-10-14,APAC,,,,,1.0
9197,ENT-54214,2024-10-14,APAC,,,,,1.0
9198,ENT-54215,2024-10-14,EMEA,,,,,1.0
9199,ENT-54216,2024-10-14,EMEA,,,,,1.0
9200,ENT-54217,2024-10-14,AMER,,,,,1.0
9201,ENT-54218,2024-10-14,EMEA,,,,,1.0
9202,ENT-54219,2024-10-14,APAC,10.0,Promoter,,,1.0
9203,ENT-54220,2024-10-14,EMEA,,,,,1.0
9204,ENT-54221,2024-10-14,EMEA,,,,,1.0
9205,ENT-54222,2024-10-14,EMEA,9.0,Promoter,,,1.0
9206,ENT-54223,2024-10-14,EMEA,,,,,1.0
9207,ENT-54224,2024-10-14,EMEA,,,,,1.0
9208,ENT-54225,2024-10-14,APAC,,,,,1.0
9209,ENT-54226,2024-10-12,EMEA,,,,,1.0
9210,ENT-54227,2024-10-14,EMEA,,,,,1.0
9211,ENT-54228,2024-10-14,EMEA,,,,,1.0
9212,ENT-54229,2024-10-14,EMEA,,,,,1.0
9213,ENT-54230,2024-10-14,EMEA,,,,,1.0
9214,ENT-54231,2024-10-14,EMEA,,,,,1.0
9215,ENT-54232,2024-10-14,EMEA,,,,,1.0
9216,ENT-54233,2024-10-14,EMEA,,,,,1.0
9217,ENT-54234,2024-10-14,EMEA,10.0,Promoter,,,1.0
9218,ENT-54235,2024-10-14,EMEA,,,,,1.0
9219,ENT-54236,2024-10-14,EMEA,,,,,1.0
9220,ENT-54240,2024-10-14,EMEA,,,,,1.0
9221,ENT-54242,2024-10-14,EMEA,,,,,1.0
9222,ENT-54243,2024-10-14,EMEA,,,,,1.0
9223,ENT-54246,2024-10-14,EMEA,,,,,1.0
9224,ENT-54248,2024-10-14,EMEA,,,,,1.0
9225,ENT-54249,2024-10-14,APAC,,,,,1.0
9226,ENT-54250,2024-10-14,AMER,,,,,1.0
9227,ENT-54251,2024-10-14,AMER,10.0,Promoter,,,0.5
9228,ENT-54252,2024-10-14,EMEA,,,,,1.0
9229,ENT-54253,2024-10-14,EMEA,,,,,1.0
9230,ENT-54254,2024-10-14,EMEA,,,,,1.0
9231,ENT-54255,2024-10-14,EMEA,,,,,1.0
9232,ENT-54256,2024-10-14,EMEA,,,,,1.0
9233,ENT-54258,2024-10-14,EMEA,,,,,1.0
9234,ENT-54259,2024-10-14,EMEA,,,,,1.0
9235,ENT-54260,2024-10-14,EMEA,,,,,1.0
9236,ENT-54261,2024-10-14,EMEA,,,,,1.0
9237,ENT-54262,2024-10-14,EMEA,,,,,1.0
9238,ENT-54263,2024-10-14,EMEA,,,,,1.0
9239,ENT-54265,2024-10-14,EMEA,,,,,1.0
9240,ENT-54266,2024-10-14,EMEA,,,,,1.0
9241,ENT-54267,2024-10-14,EMEA,,,,,1.0
9242,ENT-54269,2024-10-14,EMEA,,,,,1.0
9243,ENT-54271,2024-10-14,EMEA,,,,,1.0
9244,ENT-54272,2024-10-14,AMER,,,,,1.0
9245,ENT-54273,2024-10-14,EMEA,,,,,1.0
9246,ENT-54275,2024-10-14,EMEA,,,,,1.0
9247,ENT-54276,2024-10-14,EMEA,,,,,1.0
9248,ENT-54277,2024-10-14,EMEA,,,,,1.0
9249,ENT-54278,2024-10-14,AMER,,,,,1.0
9250,ENT-54280,2024-10-14,EMEA,,,,,1.0
9251,ENT-54283,2024-10-14,AMER,,,,,1.0
9252,ENT-54284,2024-10-14,AMER,,,,,1.0
9253,ENT-54285,2024-10-14,AMER,,,,,1.0
9254,ENT-54287,2024-10-14,AMER,9.0,Promoter,0.24,Positive,1.0
9255,ENT-54288,2024-10-14,AMER,10.0,Promoter,,,1.0
9256,ENT-54290,2024-10-14,EMEA,,,,,1.0
9257,ENT-54293,2024-10-14,APAC,10.0,Promoter,,,1.0
9258,ENT-54295,2024-10-14,AMER,,,,,1.0
9259,ENT-54297,2024-10-14,AMER,,,,,1.0
9260,ENT-54298,2024-10-14,EMEA,10.0,Promoter,,,1.0
9261,ENT-54299,2024-10-14,AMER,10.0,Promoter,0.0,Neutral,1.0
9262,ENT-54300,2024-10-14,AMER,10.0,Promoter,,,1.0
9263,ENT-54301,2024-10-14,AMER,,,,,1.0
9264,ENT-54302,2024-10-14,EMEA,,,,,1.0
9265,ENT-54303,2024-10-14,AMER,,,,,1.0
9266,ENT-54304,2024-10-14,AMER,,,,,1.0
9267,ENT-54306,2024-10-14,AMER,,,,,1.0
9268,ENT-54308,2024-10-14,AMER,,,,,1.0
9269,ENT-54310,2024-10-14,APAC,,,,,1.0
9270,ENT-54311,2024-10-14,AMER,,,,,1.0
9271,ENT-54312,2024-10-14,AMER,,,,,1.0
9272,ENT-54313,2024-10-14,EMEA,,,,,1.0
9273,ENT-54314,2024-10-14,EMEA,,,,,1.0
9274,ENT-54315,2024-10-14,APAC,,,,,1.0
9275,ENT-54316,2024-10-14,AMER,,,,,1.0
9276,ENT-54317,2024-10-14,AMER,10.0,Promoter,0.363636363636364,Positive,1.0
9277,ENT-54318,2024-10-14,AMER,,,,,1.0
9278,ENT-54320,2024-10-14,AMER,,,,,1.0
9279,ENT-54321,2024-10-14,AMER,,,,,1.0
9280,ENT-54323,2024-10-14,AMER,,,,,0.5
9281,ENT-54325,2024-10-14,AMER,,,,,1.0
9282,ENT-54326,2024-10-14,AMER,,,,,1.0
9283,ENT-54327,2024-10-14,AMER,9.0,Promoter,,,1.0
9284,ENT-54328,2024-10-14,APAC,,,,,1.0
9285,ENT-54329,2024-10-14,AMER,,,,,1.0
9286,ENT-54331,2024-10-14,AMER,,,,,0.6
9287,ENT-54332,2024-10-14,AMER,,,,,1.0
9288,ENT-54333,2024-10-14,AMER,,,,,1.0
9289,ENT-54334,2024-10-14,AMER,,,,,1.0
9290,ENT-54335,2024-10-14,AMER,,,,,1.0
9291,ENT-54336,2024-10-14,AMER,,,,,1.0
9292,ENT-54337,2024-10-14,AMER,,,,,1.0
9293,ENT-54338,2024-10-14,AMER,,,,,1.0
9294,ENT-54339,2024-10-14,AMER,,,,,1.0
9295,ENT-54340,2024-10-14,AMER,,,,,1.0
9296,ENT-54341,2024-10-14,AMER,,,,,1.0
9297,ENT-54343,2024-10-14,AMER,,,,,1.0
9298,ENT-54344,2024-10-14,AMER,,,,,1.0
9299,ENT-54347,2024-10-15,AMER,,,,,1.0
9300,ENT-54348,2024-10-15,APAC,,,,,1.0
9301,ENT-54349,2024-10-15,APAC,,,,,1.0
9302,ENT-54350,2024-10-15,APAC,,,,,1.0
9303,ENT-54353,2024-10-15,APAC,,,,,1.0
9304,ENT-54354,2024-10-15,APAC,,,,,1.0
9305,ENT-54355,2024-10-15,APAC,,,,,1.0
9306,ENT-54356,2024-10-15,EMEA,,,,,1.0
9307,ENT-54357,2024-10-15,EMEA,,,,,1.0
9308,ENT-54358,2024-10-15,EMEA,,,,,1.0
9309,ENT-54359,2024-10-15,EMEA,,,,,1.0
9310,ENT-54361,2024-10-15,EMEA,,,,,1.0
9311,ENT-54362,2024-10-15,EMEA,,,,,1.0
9312,ENT-54363,2024-10-15,EMEA,,,,,1.0
9313,ENT-54364,2024-10-15,EMEA,,,,,1.0
9314,ENT-54365,2024-10-15,EMEA,,,,,1.0
9315,ENT-54370,2024-10-15,EMEA,,,,,1.0
9316,ENT-54371,2024-10-15,EMEA,10.0,Promoter,,,1.0
9317,ENT-54372,2024-10-15,EMEA,10.0,Promoter,,,1.0
9318,ENT-54373,2024-10-15,EMEA,,,,,1.0
9319,ENT-54374,2024-10-15,APAC,,,,,1.0
9320,ENT-54375,2024-10-15,EMEA,10.0,Promoter,,,1.0
9321,ENT-54376,2024-10-15,APAC,,,,,1.0
9322,ENT-54379,2024-10-15,EMEA,,,,,1.0
9323,ENT-54380,2024-10-14,EMEA,,,,,1.0
9324,ENT-54383,2024-10-15,EMEA,,,,,1.0
9325,ENT-54384,2024-10-15,EMEA,,,,,1.0
